Model,DPO3012
Firmware Version,2.16

Point Format,Y,,,Point Format,Y
Horizontal Units,S,,,Horizontal Units,S
Horizontal Scale,0.0002,,,Horizontal Scale,0.01
Sample Interval,2e-07,,,Sample Interval,1e-05
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,,Probe Attenuation,1
Vertical Units,V,V,,Vertical Units,V
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,0.5,0.5,,Vertical Scale,0.5
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-1.540e-04,0.49,1.18,,-7.7000e-03,0.68
-1.538e-04,0.47,1.16,,-7.6900e-03,0.68
-1.536e-04,0.47,1.12,,-7.6800e-03,0.68
-1.534e-04,0.45,1.16,,-7.6700e-03,0.66
-1.532e-04,0.41,1.14,,-7.6600e-03,0.66
-1.530e-04,0.45,1.16,,-7.6500e-03,0.66
-1.528e-04,0.49,1.18,,-7.6400e-03,0.66
-1.526e-04,0.47,1.18,,-7.6300e-03,0.68
-1.524e-04,0.51,1.16,,-7.6200e-03,0.72
-1.522e-04,0.49,1.16,,-7.6100e-03,0.68
-1.520e-04,0.49,1.16,,-7.6000e-03,0.68
-1.518e-04,0.49,1.16,,-7.5900e-03,0.66
-1.516e-04,0.49,1.16,,-7.5800e-03,0.66
-1.514e-04,0.45,1.18,,-7.5700e-03,0.7
-1.512e-04,0.47,1.2,,-7.5600e-03,0.66
-1.510e-04,0.45,1.16,,-7.5500e-03,0.7
-1.508e-04,0.51,1.14,,-7.5400e-03,0.64
-1.506e-04,0.51,1.16,,-7.5300e-03,0.66
-1.504e-04,0.49,1.18,,-7.5200e-03,0.68
-1.502e-04,0.47,1.14,,-7.5100e-03,0.66
-1.500e-04,0.51,1.1,,-7.5000e-03,0.66
-1.498e-04,0.47,1.14,,-7.4900e-03,0.68
-1.496e-04,0.47,1.16,,-7.4800e-03,0.68
-1.494e-04,0.45,1.16,,-7.4700e-03,0.68
-1.492e-04,0.47,1.12,,-7.4600e-03,0.68
-1.490e-04,0.45,1.14,,-7.4500e-03,0.66
-1.488e-04,0.47,1.16,,-7.4400e-03,0.66
-1.486e-04,0.49,1.14,,-7.4300e-03,0.7
-1.484e-04,0.49,1.12,,-7.4200e-03,0.68
-1.482e-04,0.47,1.12,,-7.4100e-03,0.66
-1.480e-04,0.47,1.1,,-7.4000e-03,0.68
-1.478e-04,0.47,1.08,,-7.3900e-03,0.68
-1.476e-04,0.49,1.08,,-7.3800e-03,0.7
-1.474e-04,0.45,1.1,,-7.3700e-03,0.66
-1.472e-04,0.45,1.1,,-7.3600e-03,0.7
-1.470e-04,0.45,1.06,,-7.3500e-03,0.68
-1.468e-04,0.51,1.08,,-7.3400e-03,0.66
-1.466e-04,0.49,1.1,,-7.3300e-03,0.64
-1.464e-04,0.45,1.06,,-7.3200e-03,0.68
-1.462e-04,0.47,1.08,,-7.3100e-03,0.66
-1.460e-04,0.49,1.08,,-7.3000e-03,0.66
-1.458e-04,0.49,1.1,,-7.2900e-03,0.7
-1.456e-04,0.49,1.08,,-7.2800e-03,0.7
-1.454e-04,0.47,1.08,,-7.2700e-03,0.66
-1.452e-04,0.49,1.06,,-7.2600e-03,0.68
-1.450e-04,0.51,1.12,,-7.2500e-03,0.7
-1.448e-04,0.47,1.08,,-7.2400e-03,0.7
-1.446e-04,0.47,1.04,,-7.2300e-03,0.66
-1.444e-04,0.45,1.1,,-7.2200e-03,0.7
-1.442e-04,0.49,1.08,,-7.2100e-03,0.64
-1.440e-04,0.51,1.04,,-7.2000e-03,0.7
-1.438e-04,0.49,1.06,,-7.1900e-03,0.68
-1.436e-04,0.45,1.02,,-7.1800e-03,0.68
-1.434e-04,0.45,1,,-7.1700e-03,0.64
-1.432e-04,0.43,1.04,,-7.1600e-03,0.68
-1.430e-04,0.43,1.02,,-7.1500e-03,0.66
-1.428e-04,0.51,1.02,,-7.1400e-03,0.64
-1.426e-04,0.49,1.04,,-7.1300e-03,0.64
-1.424e-04,0.51,1.06,,-7.1200e-03,0.7
-1.422e-04,0.49,1.04,,-7.1100e-03,0.68
-1.420e-04,0.49,1.06,,-7.1000e-03,0.7
-1.418e-04,0.49,1.04,,-7.0900e-03,0.7
-1.416e-04,0.51,1.02,,-7.0800e-03,0.7
-1.414e-04,0.49,1.02,,-7.0700e-03,0.66
-1.412e-04,0.45,1.02,,-7.0600e-03,0.7
-1.410e-04,0.47,1.02,,-7.0500e-03,0.64
-1.408e-04,0.47,1.02,,-7.0400e-03,0.64
-1.406e-04,0.45,1.02,,-7.0300e-03,0.68
-1.404e-04,0.49,1.02,,-7.0200e-03,0.7
-1.402e-04,0.45,1.02,,-7.0100e-03,0.68
-1.400e-04,0.47,1.02,,-7.0000e-03,0.7
-1.398e-04,0.49,1.04,,-6.9900e-03,0.7
-1.396e-04,0.47,1,,-6.9800e-03,0.7
-1.394e-04,0.47,1.02,,-6.9700e-03,0.64
-1.392e-04,0.49,1.02,,-6.9600e-03,0.66
-1.390e-04,0.49,1.02,,-6.9500e-03,0.68
-1.388e-04,0.51,1.02,,-6.9400e-03,0.66
-1.386e-04,0.49,1,,-6.9300e-03,0.64
-1.384e-04,0.49,1,,-6.9200e-03,0.7
-1.382e-04,0.49,1,,-6.9100e-03,0.68
-1.380e-04,0.47,1,,-6.9000e-03,0.68
-1.378e-04,0.49,1,,-6.8900e-03,0.68
-1.376e-04,0.49,1,,-6.8800e-03,0.7
-1.374e-04,0.47,1,,-6.8700e-03,0.68
-1.372e-04,0.47,0.96,,-6.8600e-03,0.68
-1.370e-04,0.47,0.96,,-6.8500e-03,0.66
-1.368e-04,0.45,0.96,,-6.8400e-03,0.66
-1.366e-04,0.43,0.92,,-6.8300e-03,0.68
-1.364e-04,0.45,0.96,,-6.8200e-03,0.7
-1.362e-04,0.45,0.96,,-6.8100e-03,0.66
-1.360e-04,0.47,0.98,,-6.8000e-03,0.68
-1.358e-04,0.47,0.96,,-6.7900e-03,0.66
-1.356e-04,0.51,0.94,,-6.7800e-03,0.68
-1.354e-04,0.53,0.98,,-6.7700e-03,0.68
-1.352e-04,0.51,0.98,,-6.7600e-03,0.68
-1.350e-04,0.51,0.96,,-6.7500e-03,0.68
-1.348e-04,0.53,0.96,,-6.7400e-03,0.66
-1.346e-04,0.47,0.94,,-6.7300e-03,0.68
-1.344e-04,0.49,0.94,,-6.7200e-03,0.7
-1.342e-04,0.45,0.96,,-6.7100e-03,0.68
-1.340e-04,0.45,0.94,,-6.7000e-03,0.66
-1.338e-04,0.45,0.96,,-6.6900e-03,0.68
-1.336e-04,0.47,0.96,,-6.6800e-03,0.7
-1.334e-04,0.47,0.94,,-6.6700e-03,0.68
-1.332e-04,0.51,0.96,,-6.6600e-03,0.68
-1.330e-04,0.49,0.92,,-6.6500e-03,0.68
-1.328e-04,0.47,0.98,,-6.6400e-03,0.7
-1.326e-04,0.51,0.96,,-6.6300e-03,0.66
-1.324e-04,0.51,0.92,,-6.6200e-03,0.68
-1.322e-04,0.49,0.94,,-6.6100e-03,0.66
-1.320e-04,0.49,0.92,,-6.6000e-03,0.7
-1.318e-04,0.47,0.9,,-6.5900e-03,0.68
-1.316e-04,0.45,0.9,,-6.5800e-03,0.68
-1.314e-04,0.43,0.92,,-6.5700e-03,0.68
-1.312e-04,0.47,0.88,,-6.5600e-03,0.66
-1.310e-04,0.49,0.9,,-6.5500e-03,0.68
-1.308e-04,0.47,0.92,,-6.5400e-03,0.68
-1.306e-04,0.47,0.9,,-6.5300e-03,0.66
-1.304e-04,0.45,0.9,,-6.5200e-03,0.7
-1.302e-04,0.49,0.92,,-6.5100e-03,0.7
-1.300e-04,0.47,0.92,,-6.5000e-03,0.68
-1.298e-04,0.49,0.9,,-6.4900e-03,0.7
-1.296e-04,0.47,0.86,,-6.4800e-03,0.7
-1.294e-04,0.49,0.88,,-6.4700e-03,0.72
-1.292e-04,0.45,0.88,,-6.4600e-03,0.74
-1.290e-04,0.47,0.92,,-6.4500e-03,0.7
-1.288e-04,0.47,0.9,,-6.4400e-03,0.7
-1.286e-04,0.47,0.9,,-6.4300e-03,0.66
-1.284e-04,0.49,0.92,,-6.4200e-03,0.7
-1.282e-04,0.45,0.9,,-6.4100e-03,0.7
-1.280e-04,0.47,0.9,,-6.4000e-03,0.7
-1.278e-04,0.47,0.86,,-6.3900e-03,0.7
-1.276e-04,0.49,0.86,,-6.3800e-03,0.7
-1.274e-04,0.47,0.86,,-6.3700e-03,0.66
-1.272e-04,0.47,0.86,,-6.3600e-03,0.7
-1.270e-04,0.47,0.84,,-6.3500e-03,0.68
-1.268e-04,0.45,0.84,,-6.3400e-03,0.64
-1.266e-04,0.47,0.86,,-6.3300e-03,0.7
-1.264e-04,0.49,0.86,,-6.3200e-03,0.68
-1.262e-04,0.45,0.84,,-6.3100e-03,0.68
-1.260e-04,0.49,0.84,,-6.3000e-03,0.72
-1.258e-04,0.51,0.82,,-6.2900e-03,0.7
-1.256e-04,0.49,0.86,,-6.2800e-03,0.7
-1.254e-04,0.49,0.88,,-6.2700e-03,0.7
-1.252e-04,0.47,0.82,,-6.2600e-03,0.68
-1.250e-04,1.37,0.82,,-6.2500e-03,0.68
-1.248e-04,1.51,0.84,,-6.2400e-03,0.68
-1.246e-04,1.49,0.84,,-6.2300e-03,0.7
-1.244e-04,1.47,0.82,,-6.2200e-03,0.7
-1.242e-04,1.53,0.86,,-6.2100e-03,0.68
-1.240e-04,1.53,0.84,,-6.2000e-03,0.7
-1.238e-04,1.47,0.88,,-6.1900e-03,0.66
-1.236e-04,1.49,0.84,,-6.1800e-03,0.66
-1.234e-04,1.49,0.86,,-6.1700e-03,0.68
-1.232e-04,1.49,0.88,,-6.1600e-03,0.68
-1.230e-04,1.47,0.84,,-6.1500e-03,0.68
-1.228e-04,1.49,0.86,,-6.1400e-03,0.7
-1.226e-04,1.45,0.84,,-6.1300e-03,0.66
-1.224e-04,1.47,0.86,,-6.1200e-03,0.68
-1.222e-04,1.47,0.86,,-6.1100e-03,0.66
-1.220e-04,1.51,0.86,,-6.1000e-03,0.7
-1.218e-04,1.49,0.86,,-6.0900e-03,0.66
-1.216e-04,1.49,0.84,,-6.0800e-03,0.7
-1.214e-04,1.53,0.84,,-6.0700e-03,0.68
-1.212e-04,1.49,0.86,,-6.0600e-03,0.66
-1.210e-04,1.49,0.9,,-6.0500e-03,0.7
-1.208e-04,1.49,0.86,,-6.0400e-03,0.66
-1.206e-04,1.51,0.9,,-6.0300e-03,0.68
-1.204e-04,1.51,0.9,,-6.0200e-03,0.66
-1.202e-04,1.53,0.92,,-6.0100e-03,0.66
-1.200e-04,1.49,0.88,,-6.0000e-03,0.68
-1.198e-04,1.49,0.88,,-5.9900e-03,0.68
-1.196e-04,1.51,0.9,,-5.9800e-03,0.68
-1.194e-04,1.45,0.92,,-5.9700e-03,0.66
-1.192e-04,1.49,0.9,,-5.9600e-03,0.68
-1.190e-04,1.47,0.86,,-5.9500e-03,0.64
-1.188e-04,1.47,0.88,,-5.9400e-03,0.7
-1.186e-04,1.47,0.9,,-5.9300e-03,0.68
-1.184e-04,1.43,0.9,,-5.9200e-03,0.66
-1.182e-04,1.47,0.86,,-5.9100e-03,0.66
-1.180e-04,1.49,0.9,,-5.9000e-03,0.68
-1.178e-04,1.51,0.94,,-5.8900e-03,0.64
-1.176e-04,1.53,0.9,,-5.8800e-03,0.7
-1.174e-04,1.49,0.92,,-5.8700e-03,0.68
-1.172e-04,1.49,0.92,,-5.8600e-03,0.68
-1.170e-04,1.49,0.92,,-5.8500e-03,0.68
-1.168e-04,1.49,0.94,,-5.8400e-03,0.72
-1.166e-04,1.51,0.94,,-5.8300e-03,0.72
-1.164e-04,1.47,0.98,,-5.8200e-03,0.68
-1.162e-04,1.51,0.94,,-5.8100e-03,0.7
-1.160e-04,1.49,0.92,,-5.8000e-03,0.66
-1.158e-04,1.49,0.94,,-5.7900e-03,0.66
-1.156e-04,1.49,0.94,,-5.7800e-03,0.66
-1.154e-04,1.45,0.92,,-5.7700e-03,0.7
-1.152e-04,1.49,0.94,,-5.7600e-03,0.66
-1.150e-04,1.45,0.92,,-5.7500e-03,0.66
-1.148e-04,1.45,0.94,,-5.7400e-03,0.66
-1.146e-04,1.43,0.9,,-5.7300e-03,0.64
-1.144e-04,1.49,0.94,,-5.7200e-03,0.7
-1.142e-04,1.47,0.98,,-5.7100e-03,0.66
-1.140e-04,1.49,0.98,,-5.7000e-03,0.7
-1.138e-04,1.51,0.96,,-5.6900e-03,0.68
-1.136e-04,1.49,0.96,,-5.6800e-03,0.68
-1.134e-04,1.49,0.98,,-5.6700e-03,0.68
-1.132e-04,1.45,0.92,,-5.6600e-03,0.66
-1.130e-04,1.45,0.96,,-5.6500e-03,0.68
-1.128e-04,1.49,0.96,,-5.6400e-03,0.66
-1.126e-04,1.51,0.98,,-5.6300e-03,0.68
-1.124e-04,1.49,0.98,,-5.6200e-03,0.7
-1.122e-04,1.49,0.98,,-5.6100e-03,0.66
-1.120e-04,1.45,0.98,,-5.6000e-03,0.68
-1.118e-04,1.49,0.96,,-5.5900e-03,0.68
-1.116e-04,1.49,0.98,,-5.5800e-03,0.66
-1.114e-04,1.53,1,,-5.5700e-03,0.64
-1.112e-04,1.49,0.96,,-5.5600e-03,0.68
-1.110e-04,1.51,0.98,,-5.5500e-03,0.66
-1.108e-04,1.49,1.02,,-5.5400e-03,0.66
-1.106e-04,1.49,1,,-5.5300e-03,0.66
-1.104e-04,1.43,1,,-5.5200e-03,0.66
-1.102e-04,1.49,1,,-5.5100e-03,0.68
-1.100e-04,1.53,1.02,,-5.5000e-03,0.7
-1.098e-04,1.51,1,,-5.4900e-03,0.7
-1.096e-04,1.51,1,,-5.4800e-03,0.68
-1.094e-04,1.45,0.98,,-5.4700e-03,0.68
-1.092e-04,1.47,1,,-5.4600e-03,0.68
-1.090e-04,1.49,0.98,,-5.4500e-03,0.66
-1.088e-04,1.53,1.04,,-5.4400e-03,0.7
-1.086e-04,1.51,1.02,,-5.4300e-03,0.7
-1.084e-04,1.51,1.02,,-5.4200e-03,0.7
-1.082e-04,1.47,1.02,,-5.4100e-03,0.7
-1.080e-04,1.47,1.02,,-5.4000e-03,0.68
-1.078e-04,1.47,1.08,,-5.3900e-03,0.7
-1.076e-04,1.49,1.02,,-5.3800e-03,0.7
-1.074e-04,1.47,1.02,,-5.3700e-03,0.68
-1.072e-04,1.47,1.02,,-5.3600e-03,0.66
-1.070e-04,1.49,1.04,,-5.3500e-03,0.68
-1.068e-04,1.47,1.04,,-5.3400e-03,0.66
-1.066e-04,1.49,1.04,,-5.3300e-03,0.66
-1.064e-04,1.51,1.02,,-5.3200e-03,0.68
-1.062e-04,1.45,1.04,,-5.3100e-03,0.66
-1.060e-04,1.47,1.04,,-5.3000e-03,0.66
-1.058e-04,1.49,1.02,,-5.2900e-03,0.68
-1.056e-04,1.49,1.02,,-5.2800e-03,0.66
-1.054e-04,1.43,1.02,,-5.2700e-03,0.7
-1.052e-04,1.47,1.02,,-5.2600e-03,0.68
-1.050e-04,1.49,1.02,,-5.2500e-03,0.7
-1.048e-04,1.45,1.02,,-5.2400e-03,0.66
-1.046e-04,1.45,1.02,,-5.2300e-03,0.68
-1.044e-04,1.43,1.02,,-5.2200e-03,0.7
-1.042e-04,1.49,1.06,,-5.2100e-03,0.68
-1.040e-04,1.51,1.06,,-5.2000e-03,0.64
-1.038e-04,1.47,1.08,,-5.1900e-03,0.68
-1.036e-04,1.49,1.08,,-5.1800e-03,0.66
-1.034e-04,1.47,1.02,,-5.1700e-03,0.7
-1.032e-04,1.51,1.06,,-5.1600e-03,0.7
-1.030e-04,1.49,1.06,,-5.1500e-03,0.72
-1.028e-04,1.53,1.06,,-5.1400e-03,0.7
-1.026e-04,1.51,1.08,,-5.1300e-03,0.68
-1.024e-04,1.49,1.08,,-5.1200e-03,0.68
-1.022e-04,1.53,1.06,,-5.1100e-03,0.68
-1.020e-04,1.51,1.06,,-5.1000e-03,0.66
-1.018e-04,1.47,1.08,,-5.0900e-03,0.66
-1.016e-04,1.47,1.1,,-5.0800e-03,0.68
-1.014e-04,1.49,1.1,,-5.0700e-03,0.68
-1.012e-04,1.47,1.06,,-5.0600e-03,0.68
-1.010e-04,1.47,1.12,,-5.0500e-03,0.7
-1.008e-04,1.47,1.12,,-5.0400e-03,0.7
-1.006e-04,1.47,1.1,,-5.0300e-03,0.68
-1.004e-04,1.51,1.1,,-5.0200e-03,0.68
-1.002e-04,1.49,1.14,,-5.0100e-03,0.72
-1.000e-04,1.49,1.12,,-5.0000e-03,0.66
-9.980e-05,1.49,1.12,,-4.9900e-03,0.72
-9.960e-05,1.49,1.1,,-4.9800e-03,0.68
-9.940e-05,1.51,1.1,,-4.9700e-03,0.66
-9.920e-05,1.49,1.12,,-4.9600e-03,0.72
-9.900e-05,1.47,1.12,,-4.9500e-03,0.7
-9.880e-05,1.49,1.1,,-4.9400e-03,0.68
-9.860e-05,1.49,1.1,,-4.9300e-03,0.7
-9.840e-05,1.49,1.1,,-4.9200e-03,0.66
-9.820e-05,1.49,1.1,,-4.9100e-03,0.66
-9.800e-05,1.45,1.1,,-4.9000e-03,0.7
-9.780e-05,1.45,1.12,,-4.8900e-03,0.7
-9.760e-05,1.49,1.1,,-4.8800e-03,0.7
-9.740e-05,1.49,1.14,,-4.8700e-03,0.68
-9.720e-05,1.47,1.12,,-4.8600e-03,0.72
-9.700e-05,1.49,1.14,,-4.8500e-03,0.66
-9.680e-05,1.49,1.16,,-4.8400e-03,0.68
-9.660e-05,1.51,1.16,,-4.8300e-03,0.68
-9.640e-05,1.53,1.16,,-4.8200e-03,0.7
-9.620e-05,1.49,1.12,,-4.8100e-03,0.68
-9.600e-05,1.55,1.14,,-4.8000e-03,0.68
-9.580e-05,1.49,1.16,,-4.7900e-03,0.66
-9.560e-05,1.51,1.16,,-4.7800e-03,0.68
-9.540e-05,1.47,1.18,,-4.7700e-03,0.68
-9.520e-05,1.49,1.2,,-4.7600e-03,0.7
-9.500e-05,1.51,1.18,,-4.7500e-03,0.7
-9.480e-05,1.51,1.2,,-4.7400e-03,0.68
-9.460e-05,1.51,1.18,,-4.7300e-03,0.7
-9.440e-05,1.51,1.18,,-4.7200e-03,0.7
-9.420e-05,1.51,1.16,,-4.7100e-03,0.66
-9.400e-05,1.47,1.18,,-4.7000e-03,0.7
-9.380e-05,0.15,1.16,,-4.6900e-03,0.68
-9.360e-05,0.45,1.16,,-4.6800e-03,0.66
-9.340e-05,0.43,1.16,,-4.6700e-03,0.66
-9.320e-05,0.47,1.16,,-4.6600e-03,0.7
-9.300e-05,0.45,1.18,,-4.6500e-03,0.7
-9.280e-05,0.45,1.14,,-4.6400e-03,0.7
-9.260e-05,0.49,1.16,,-4.6300e-03,0.66
-9.240e-05,0.49,1.18,,-4.6200e-03,0.66
-9.220e-05,0.49,1.22,,-4.6100e-03,0.7
-9.200e-05,0.45,1.18,,-4.6000e-03,0.7
-9.180e-05,0.51,1.22,,-4.5900e-03,0.68
-9.160e-05,0.47,1.18,,-4.5800e-03,0.7
-9.140e-05,0.45,1.18,,-4.5700e-03,0.7
-9.120e-05,0.47,1.18,,-4.5600e-03,0.64
-9.100e-05,0.47,1.2,,-4.5500e-03,0.68
-9.080e-05,0.47,1.2,,-4.5400e-03,0.68
-9.060e-05,0.49,1.16,,-4.5300e-03,0.72
-9.040e-05,0.53,1.16,,-4.5200e-03,0.7
-9.020e-05,0.47,1.18,,-4.5100e-03,0.7
-9.000e-05,0.47,1.12,,-4.5000e-03,0.7
-8.980e-05,0.45,1.14,,-4.4900e-03,0.68
-8.960e-05,0.45,1.18,,-4.4800e-03,0.66
-8.940e-05,0.45,1.16,,-4.4700e-03,0.66
-8.920e-05,0.47,1.12,,-4.4600e-03,0.7
-8.900e-05,0.43,1.16,,-4.4500e-03,0.7
-8.880e-05,0.49,1.12,,-4.4400e-03,0.7
-8.860e-05,0.45,1.12,,-4.4300e-03,0.7
-8.840e-05,0.45,1.14,,-4.4200e-03,0.68
-8.820e-05,0.47,1.16,,-4.4100e-03,0.68
-8.800e-05,0.51,1.16,,-4.4000e-03,0.64
-8.780e-05,0.49,1.16,,-4.3900e-03,0.72
-8.760e-05,0.49,1.1,,-4.3800e-03,0.68
-8.740e-05,0.49,1.12,,-4.3700e-03,0.68
-8.720e-05,0.45,1.12,,-4.3600e-03,0.66
-8.700e-05,0.47,1.16,,-4.3500e-03,0.68
-8.680e-05,0.49,1.14,,-4.3400e-03,0.68
-8.660e-05,0.47,1.12,,-4.3300e-03,0.66
-8.640e-05,0.49,1.18,,-4.3200e-03,0.66
-8.620e-05,0.49,1.14,,-4.3100e-03,0.66
-8.600e-05,0.51,1.1,,-4.3000e-03,0.68
-8.580e-05,0.53,1.12,,-4.2900e-03,0.68
-8.560e-05,0.49,1.14,,-4.2800e-03,0.7
-8.540e-05,0.49,1.08,,-4.2700e-03,0.7
-8.520e-05,0.43,1.08,,-4.2600e-03,0.68
-8.500e-05,0.45,1.08,,-4.2500e-03,0.66
-8.480e-05,0.43,1.06,,-4.2400e-03,0.68
-8.460e-05,0.45,1.06,,-4.2300e-03,0.74
-8.440e-05,0.47,1.06,,-4.2200e-03,0.68
-8.420e-05,0.49,1.12,,-4.2100e-03,0.66
-8.400e-05,0.51,1.12,,-4.2000e-03,0.66
-8.380e-05,0.47,1.1,,-4.1900e-03,0.7
-8.360e-05,0.47,1.08,,-4.1800e-03,0.68
-8.340e-05,0.47,1.06,,-4.1700e-03,0.7
-8.320e-05,0.47,1.06,,-4.1600e-03,0.68
-8.300e-05,0.47,1.06,,-4.1500e-03,0.7
-8.280e-05,0.47,1.04,,-4.1400e-03,0.66
-8.260e-05,0.49,1.08,,-4.1300e-03,0.7
-8.240e-05,0.47,1.08,,-4.1200e-03,0.68
-8.220e-05,0.49,1.1,,-4.1100e-03,0.68
-8.200e-05,0.47,1.04,,-4.1000e-03,0.72
-8.180e-05,0.45,1.04,,-4.0900e-03,0.68
-8.160e-05,0.47,1.02,,-4.0800e-03,0.72
-8.140e-05,0.47,1.06,,-4.0700e-03,0.66
-8.120e-05,0.43,1.04,,-4.0600e-03,0.7
-8.100e-05,0.45,1.04,,-4.0500e-03,0.68
-8.080e-05,0.47,1.04,,-4.0400e-03,0.66
-8.060e-05,0.53,1.04,,-4.0300e-03,0.7
-8.040e-05,0.49,1.04,,-4.0200e-03,0.72
-8.020e-05,0.51,1.02,,-4.0100e-03,0.7
-8.000e-05,0.49,1.02,,-4.0000e-03,0.68
-7.980e-05,0.49,1.02,,-3.9900e-03,0.7
-7.960e-05,0.49,1.06,,-3.9800e-03,0.7
-7.940e-05,0.45,1.02,,-3.9700e-03,0.66
-7.920e-05,0.45,1.02,,-3.9600e-03,0.66
-7.900e-05,0.51,1.02,,-3.9500e-03,0.68
-7.880e-05,0.47,1.06,,-3.9400e-03,0.66
-7.860e-05,0.47,1.04,,-3.9300e-03,0.68
-7.840e-05,0.49,1.04,,-3.9200e-03,0.68
-7.820e-05,0.47,1.04,,-3.9100e-03,0.64
-7.800e-05,0.47,1.02,,-3.9000e-03,0.7
-7.780e-05,0.47,1.02,,-3.8900e-03,0.7
-7.760e-05,0.51,1.02,,-3.8800e-03,0.68
-7.740e-05,0.51,1,,-3.8700e-03,0.66
-7.720e-05,0.47,1.02,,-3.8600e-03,0.68
-7.700e-05,0.49,1.02,,-3.8500e-03,0.68
-7.680e-05,0.51,1.02,,-3.8400e-03,0.66
-7.660e-05,0.51,1.02,,-3.8300e-03,0.7
-7.640e-05,0.49,0.98,,-3.8200e-03,0.68
-7.620e-05,0.53,1,,-3.8100e-03,0.66
-7.600e-05,0.47,1,,-3.8000e-03,0.7
-7.580e-05,0.47,1,,-3.7900e-03,0.66
-7.560e-05,0.47,1,,-3.7800e-03,0.68
-7.540e-05,0.53,0.98,,-3.7700e-03,0.64
-7.520e-05,0.49,1,,-3.7600e-03,0.68
-7.500e-05,0.47,0.98,,-3.7500e-03,0.7
-7.480e-05,0.49,1,,-3.7400e-03,0.66
-7.460e-05,0.49,0.96,,-3.7300e-03,0.72
-7.440e-05,0.47,0.98,,-3.7200e-03,0.68
-7.420e-05,0.49,0.96,,-3.7100e-03,0.68
-7.400e-05,0.49,0.98,,-3.7000e-03,0.68
-7.380e-05,0.49,0.96,,-3.6900e-03,0.66
-7.360e-05,0.51,1,,-3.6800e-03,0.7
-7.340e-05,0.43,0.94,,-3.6700e-03,0.64
-7.320e-05,0.47,0.98,,-3.6600e-03,0.7
-7.300e-05,0.53,0.94,,-3.6500e-03,0.68
-7.280e-05,0.49,0.96,,-3.6400e-03,0.68
-7.260e-05,0.49,0.96,,-3.6300e-03,0.68
-7.240e-05,0.51,1,,-3.6200e-03,0.7
-7.220e-05,0.47,1,,-3.6100e-03,0.66
-7.200e-05,0.51,0.96,,-3.6000e-03,0.7
-7.180e-05,0.47,0.98,,-3.5900e-03,0.7
-7.160e-05,0.49,0.96,,-3.5800e-03,0.68
-7.140e-05,0.47,0.98,,-3.5700e-03,0.7
-7.120e-05,0.45,0.94,,-3.5600e-03,0.68
-7.100e-05,0.49,0.94,,-3.5500e-03,0.68
-7.080e-05,0.45,0.96,,-3.5400e-03,0.7
-7.060e-05,0.45,0.92,,-3.5300e-03,0.7
-7.040e-05,0.45,0.9,,-3.5200e-03,0.68
-7.020e-05,0.47,0.92,,-3.5100e-03,0.68
-7.000e-05,0.45,0.9,,-3.5000e-03,0.7
-6.980e-05,0.47,0.92,,-3.4900e-03,0.68
-6.960e-05,0.47,0.92,,-3.4800e-03,0.68
-6.940e-05,0.47,0.92,,-3.4700e-03,0.64
-6.920e-05,0.49,0.92,,-3.4600e-03,0.66
-6.900e-05,0.49,0.9,,-3.4500e-03,0.66
-6.880e-05,0.51,0.92,,-3.4400e-03,0.7
-6.860e-05,0.49,0.92,,-3.4300e-03,0.74
-6.840e-05,0.53,0.92,,-3.4200e-03,0.7
-6.820e-05,0.53,0.9,,-3.4100e-03,0.64
-6.800e-05,0.51,0.92,,-3.4000e-03,0.68
-6.780e-05,0.53,0.92,,-3.3900e-03,0.68
-6.760e-05,0.47,0.9,,-3.3800e-03,0.68
-6.740e-05,0.49,0.86,,-3.3700e-03,0.68
-6.720e-05,0.51,0.9,,-3.3600e-03,0.7
-6.700e-05,0.51,0.88,,-3.3500e-03,0.68
-6.680e-05,0.49,0.92,,-3.3400e-03,0.68
-6.660e-05,0.45,0.88,,-3.3300e-03,0.68
-6.640e-05,0.49,0.88,,-3.3200e-03,0.7
-6.620e-05,0.45,0.92,,-3.3100e-03,0.68
-6.600e-05,0.43,0.86,,-3.3000e-03,0.7
-6.580e-05,0.47,0.9,,-3.2900e-03,0.68
-6.560e-05,0.49,0.9,,-3.2800e-03,0.66
-6.540e-05,0.47,0.88,,-3.2700e-03,0.66
-6.520e-05,0.47,0.88,,-3.2600e-03,0.7
-6.500e-05,0.47,0.88,,-3.2500e-03,0.7
-6.480e-05,0.51,0.9,,-3.2400e-03,0.72
-6.460e-05,0.51,0.9,,-3.2300e-03,0.66
-6.440e-05,0.53,0.9,,-3.2200e-03,0.7
-6.420e-05,0.47,0.88,,-3.2100e-03,0.64
-6.400e-05,0.51,0.88,,-3.2000e-03,0.66
-6.380e-05,0.51,0.86,,-3.1900e-03,0.66
-6.360e-05,0.45,0.86,,-3.1800e-03,0.68
-6.340e-05,0.47,0.86,,-3.1700e-03,0.64
-6.320e-05,0.47,0.84,,-3.1600e-03,0.7
-6.300e-05,0.47,0.82,,-3.1500e-03,0.68
-6.280e-05,0.45,0.84,,-3.1400e-03,0.68
-6.260e-05,0.45,0.84,,-3.1300e-03,0.66
