Model,DPO3012
Firmware Version,2.16

Point Format,Y,,,Point Format,Y
Horizontal Units,S,,,Horizontal Units,S
Horizontal Scale,0.0004,,,Horizontal Scale,0.01
Sample Interval,4e-07,,,Sample Interval,1e-05
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,,Probe Attenuation,1
Vertical Units,V,V,,Vertical Units,V
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,1,,Vertical Scale,0.5
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
1.0616e-03,1.32,1.24,,2.6540e-02,1.3
1.0620e-03,1.4,1.28,,2.6550e-02,1.28
1.0624e-03,1.48,1.28,,2.6560e-02,1.28
1.0628e-03,1.44,1.28,,2.6570e-02,1.28
1.0632e-03,1.36,1.32,,2.6580e-02,1.3
1.0636e-03,1.44,1.32,,2.6590e-02,1.28
1.0640e-03,1.44,1.24,,2.6600e-02,1.28
1.0644e-03,1.4,1.32,,2.6610e-02,1.3
1.0648e-03,1.44,1.24,,2.6620e-02,1.28
1.0652e-03,1.32,1.24,,2.6630e-02,1.3
1.0656e-03,1.36,1.24,,2.6640e-02,1.3
1.0660e-03,1.36,1.24,,2.6650e-02,1.28
1.0664e-03,1.4,1.28,,2.6660e-02,1.32
1.0668e-03,1.36,1.32,,2.6670e-02,1.28
1.0672e-03,1.44,1.32,,2.6680e-02,1.3
1.0676e-03,1.4,1.28,,2.6690e-02,1.3
1.0680e-03,1.32,1.24,,2.6700e-02,1.28
1.0684e-03,1.4,1.28,,2.6710e-02,1.28
1.0688e-03,1.44,1.24,,2.6720e-02,1.24
1.0692e-03,1.48,1.28,,2.6730e-02,1.28
1.0696e-03,1.36,1.28,,2.6740e-02,1.3
1.0700e-03,1.4,1.28,,2.6750e-02,1.32
1.0704e-03,1.32,1.24,,2.6760e-02,1.28
1.0708e-03,1.4,1.28,,2.6770e-02,1.28
1.0712e-03,1.36,1.28,,2.6780e-02,1.32
1.0716e-03,1.44,1.28,,2.6790e-02,1.28
1.0720e-03,1.36,1.28,,2.6800e-02,1.28
1.0724e-03,1.4,1.2,,2.6810e-02,1.3
1.0728e-03,1.4,1.28,,2.6820e-02,1.28
1.0732e-03,1.44,1.28,,2.6830e-02,1.28
1.0736e-03,1.44,1.24,,2.6840e-02,1.28
1.0740e-03,1.36,1.28,,2.6850e-02,1.28
1.0744e-03,1.44,1.28,,2.6860e-02,1.28
1.0748e-03,1.4,1.24,,2.6870e-02,1.28
1.0752e-03,1.36,1.24,,2.6880e-02,1.28
1.0756e-03,1.44,1.2,,2.6890e-02,1.3
1.0760e-03,1.36,1.2,,2.6900e-02,1.28
1.0764e-03,1.4,1.28,,2.6910e-02,1.26
1.0768e-03,1.44,1.24,,2.6920e-02,1.32
1.0772e-03,1.44,1.28,,2.6930e-02,1.32
1.0776e-03,1.4,1.24,,2.6940e-02,1.26
1.0780e-03,1.4,1.28,,2.6950e-02,1.28
1.0784e-03,1.44,1.32,,2.6960e-02,1.28
1.0788e-03,1.36,1.28,,2.6970e-02,1.28
1.0792e-03,1.36,1.28,,2.6980e-02,1.32
1.0796e-03,1.4,1.28,,2.6990e-02,1.28
1.0800e-03,1.36,1.28,,2.7000e-02,1.28
1.0804e-03,1.44,1.32,,2.7010e-02,1.28
1.0808e-03,1.4,1.28,,2.7020e-02,1.28
1.0812e-03,1.32,1.24,,2.7030e-02,1.28
1.0816e-03,1.4,1.24,,2.7040e-02,1.28
1.0820e-03,1.44,1.28,,2.7050e-02,1.3
1.0824e-03,1.44,1.24,,2.7060e-02,1.3
1.0828e-03,1.36,1.28,,2.7070e-02,1.28
1.0832e-03,1.44,1.28,,2.7080e-02,1.3
1.0836e-03,1.4,1.4,,2.7090e-02,1.28
1.0840e-03,1.44,1.28,,2.7100e-02,1.3
1.0844e-03,1.44,1.24,,2.7110e-02,1.26
1.0848e-03,1.32,1.2,,2.7120e-02,1.3
1.0852e-03,1.4,1.24,,2.7130e-02,1.28
1.0856e-03,1.4,1.32,,2.7140e-02,1.3
1.0860e-03,1.44,1.24,,2.7150e-02,1.28
1.0864e-03,1.36,1.24,,2.7160e-02,1.28
1.0868e-03,1.44,1.36,,2.7170e-02,1.28
1.0872e-03,1.36,1.28,,2.7180e-02,1.32
1.0876e-03,1.4,1.32,,2.7190e-02,1.28
1.0880e-03,1.36,1.28,,2.7200e-02,1.28
1.0884e-03,1.32,1.32,,2.7210e-02,1.3
1.0888e-03,1.44,1.28,,2.7220e-02,1.3
1.0892e-03,1.44,1.24,,2.7230e-02,1.3
1.0896e-03,1.4,1.32,,2.7240e-02,1.28
1.0900e-03,1.36,1.24,,2.7250e-02,1.28
1.0904e-03,1.4,1.32,,2.7260e-02,1.26
1.0908e-03,1.44,1.24,,2.7270e-02,1.3
1.0912e-03,1.36,1.28,,2.7280e-02,1.28
1.0916e-03,1.4,1.24,,2.7290e-02,1.26
1.0920e-03,1.4,1.24,,2.7300e-02,1.28
1.0924e-03,1.4,1.24,,2.7310e-02,1.3
1.0928e-03,1.44,1.28,,2.7320e-02,1.24
1.0932e-03,1.4,1.32,,2.7330e-02,1.28
1.0936e-03,1.44,1.36,,2.7340e-02,1.28
1.0940e-03,1.36,1.32,,2.7350e-02,1.28
1.0944e-03,1.36,1.28,,2.7360e-02,1.3
1.0948e-03,1.36,1.36,,2.7370e-02,1.28
1.0952e-03,1.4,1.28,,2.7380e-02,1.28
1.0956e-03,1.36,1.36,,2.7390e-02,1.28
1.0960e-03,1.48,1.32,,2.7400e-02,1.28
1.0964e-03,1.44,1.28,,2.7410e-02,1.26
1.0968e-03,1.48,1.28,,2.7420e-02,1.28
1.0972e-03,1.48,1.24,,2.7430e-02,1.28
1.0976e-03,1.44,1.2,,2.7440e-02,1.3
1.0980e-03,1.36,1.28,,2.7450e-02,1.28
1.0984e-03,1.52,1.36,,2.7460e-02,1.3
1.0988e-03,1.36,1.28,,2.7470e-02,1.28
1.0992e-03,1.4,1.36,,2.7480e-02,1.3
1.0996e-03,1.4,1.28,,2.7490e-02,1.3
1.1000e-03,1.48,1.24,,2.7500e-02,1.26
1.1004e-03,1.4,1.24,,2.7510e-02,1.28
1.1008e-03,1.4,1.24,,2.7520e-02,1.3
1.1012e-03,1.36,1.28,,2.7530e-02,1.28
1.1016e-03,1.44,1.24,,2.7540e-02,1.28
1.1020e-03,1.36,1.2,,2.7550e-02,1.28
1.1024e-03,1.4,1.28,,2.7560e-02,1.28
1.1028e-03,1.32,1.28,,2.7570e-02,1.28
1.1032e-03,1.44,1.24,,2.7580e-02,1.3
1.1036e-03,1.4,1.24,,2.7590e-02,1.28
1.1040e-03,1.4,1.24,,2.7600e-02,1.3
1.1044e-03,1.36,1.24,,2.7610e-02,1.28
1.1048e-03,1.48,1.28,,2.7620e-02,1.26
1.1052e-03,1.44,1.36,,2.7630e-02,1.3
1.1056e-03,1.48,1.32,,2.7640e-02,1.26
1.1060e-03,1.48,1.28,,2.7650e-02,1.28
1.1064e-03,1.36,1.24,,2.7660e-02,1.32
1.1068e-03,1.44,1.28,,2.7670e-02,1.28
1.1072e-03,1.44,1.28,,2.7680e-02,1.28
1.1076e-03,1.4,1.28,,2.7690e-02,1.28
1.1080e-03,1.44,1.2,,2.7700e-02,1.3
1.1084e-03,1.36,1.32,,2.7710e-02,1.28
1.1088e-03,1.4,1.28,,2.7720e-02,1.3
1.1092e-03,1.4,1.24,,2.7730e-02,1.26
1.1096e-03,1.4,1.24,,2.7740e-02,1.32
1.1100e-03,1.48,1.28,,2.7750e-02,1.3
1.1104e-03,1.44,1.24,,2.7760e-02,1.28
1.1108e-03,1.44,1.28,,2.7770e-02,1.28
1.1112e-03,1.4,1.24,,2.7780e-02,1.28
1.1116e-03,1.4,1.28,,2.7790e-02,1.26
1.1120e-03,1.44,1.28,,2.7800e-02,1.28
1.1124e-03,1.36,1.24,,2.7810e-02,1.3
1.1128e-03,1.44,1.32,,2.7820e-02,1.28
1.1132e-03,1.36,1.24,,2.7830e-02,1.28
1.1136e-03,1.36,1.28,,2.7840e-02,1.3
1.1140e-03,1.4,1.2,,2.7850e-02,1.28
1.1144e-03,1.4,1.28,,2.7860e-02,1.28
1.1148e-03,1.48,1.24,,2.7870e-02,1.3
1.1152e-03,1.4,1.24,,2.7880e-02,1.28
1.1156e-03,1.4,1.24,,2.7890e-02,1.28
1.1160e-03,1.36,1.24,,2.7900e-02,1.32
1.1164e-03,1.4,1.24,,2.7910e-02,1.28
1.1168e-03,1.36,1.28,,2.7920e-02,1.3
1.1172e-03,1.4,1.28,,2.7930e-02,1.28
1.1176e-03,1.44,1.28,,2.7940e-02,1.3
1.1180e-03,1.4,1.32,,2.7950e-02,1.24
1.1184e-03,1.4,1.28,,2.7960e-02,1.3
1.1188e-03,1.52,1.28,,2.7970e-02,1.28
1.1192e-03,1.36,1.24,,2.7980e-02,1.28
1.1196e-03,1.36,1.24,,2.7990e-02,1.28
1.1200e-03,1.4,1.24,,2.8000e-02,1.3
1.1204e-03,1.48,1.28,,2.8010e-02,1.3
1.1208e-03,1.44,1.28,,2.8020e-02,1.28
1.1212e-03,1.44,1.2,,2.8030e-02,1.28
1.1216e-03,1.36,1.36,,2.8040e-02,1.28
1.1220e-03,1.44,1.28,,2.8050e-02,1.28
1.1224e-03,1.44,1.28,,2.8060e-02,1.28
1.1228e-03,1.44,1.32,,2.8070e-02,1.28
1.1232e-03,1.44,1.28,,2.8080e-02,1.26
1.1236e-03,1.44,1.24,,2.8090e-02,1.28
1.1240e-03,1.36,1.24,,2.8100e-02,1.28
1.1244e-03,1.4,1.28,,2.8110e-02,1.3
1.1248e-03,1.48,1.36,,2.8120e-02,1.28
1.1252e-03,1.4,1.28,,2.8130e-02,1.3
1.1256e-03,1.48,1.28,,2.8140e-02,1.28
1.1260e-03,1.36,1.24,,2.8150e-02,1.28
1.1264e-03,1.4,1.28,,2.8160e-02,1.3
1.1268e-03,1.4,1.24,,2.8170e-02,1.3
1.1272e-03,1.4,1.28,,2.8180e-02,1.28
1.1276e-03,1.4,1.28,,2.8190e-02,1.26
1.1280e-03,1.44,1.24,,2.8200e-02,1.3
1.1284e-03,1.44,1.28,,2.8210e-02,1.3
1.1288e-03,1.36,1.32,,2.8220e-02,1.28
1.1292e-03,1.44,1.32,,2.8230e-02,1.28
1.1296e-03,1.4,1.28,,2.8240e-02,1.32
1.1300e-03,1.44,1.32,,2.8250e-02,1.3
1.1304e-03,1.4,1.28,,2.8260e-02,1.3
1.1308e-03,1.36,1.24,,2.8270e-02,1.28
1.1312e-03,1.44,1.28,,2.8280e-02,1.28
1.1316e-03,1.4,1.16,,2.8290e-02,1.28
1.1320e-03,1.4,1.24,,2.8300e-02,1.26
1.1324e-03,1.36,1.2,,2.8310e-02,1.28
1.1328e-03,1.44,1.28,,2.8320e-02,1.26
1.1332e-03,1.4,1.28,,2.8330e-02,1.3
1.1336e-03,1.44,1.28,,2.8340e-02,1.32
1.1340e-03,1.4,1.28,,2.8350e-02,1.28
1.1344e-03,1.48,1.24,,2.8360e-02,1.28
1.1348e-03,1.32,1.32,,2.8370e-02,1.32
1.1352e-03,1.44,1.24,,2.8380e-02,1.3
1.1356e-03,1.44,1.28,,2.8390e-02,1.28
1.1360e-03,1.44,1.2,,2.8400e-02,1.28
1.1364e-03,1.36,1.28,,2.8410e-02,1.3
1.1368e-03,1.44,1.24,,2.8420e-02,1.3
1.1372e-03,1.4,1.28,,2.8430e-02,1.26
1.1376e-03,1.4,1.32,,2.8440e-02,1.28
1.1380e-03,1.48,1.28,,2.8450e-02,1.3
1.1384e-03,1.4,1.32,,2.8460e-02,1.28
1.1388e-03,1.32,1.24,,2.8470e-02,1.24
1.1392e-03,1.4,1.28,,2.8480e-02,1.28
1.1396e-03,1.32,1.32,,2.8490e-02,1.28
1.1400e-03,1.4,1.28,,2.8500e-02,1.28
1.1404e-03,1.4,1.28,,2.8510e-02,1.3
1.1408e-03,1.48,1.32,,2.8520e-02,1.26
1.1412e-03,1.44,1.28,,2.8530e-02,1.24
1.1416e-03,1.4,1.24,,2.8540e-02,1.28
1.1420e-03,1.4,1.36,,2.8550e-02,1.32
1.1424e-03,1.44,1.24,,2.8560e-02,1.28
1.1428e-03,1.48,1.28,,2.8570e-02,1.28
1.1432e-03,1.44,1.28,,2.8580e-02,1.3
1.1436e-03,1.4,1.28,,2.8590e-02,1.3
1.1440e-03,1.4,1.24,,2.8600e-02,1.28
1.1444e-03,1.4,1.28,,2.8610e-02,1.28
1.1448e-03,1.44,1.24,,2.8620e-02,1.3
1.1452e-03,1.44,1.36,,2.8630e-02,1.28
1.1456e-03,1.4,1.28,,2.8640e-02,1.28
1.1460e-03,1.48,1.28,,2.8650e-02,1.3
1.1464e-03,1.4,1.28,,2.8660e-02,1.28
1.1468e-03,1.36,1.32,,2.8670e-02,1.28
1.1472e-03,1.4,1.28,,2.8680e-02,1.3
1.1476e-03,1.4,1.24,,2.8690e-02,1.28
1.1480e-03,1.4,1.24,,2.8700e-02,1.28
1.1484e-03,1.48,1.24,,2.8710e-02,1.3
1.1488e-03,1.4,1.24,,2.8720e-02,1.28
1.1492e-03,1.48,1.28,,2.8730e-02,1.3
1.1496e-03,1.52,1.24,,2.8740e-02,1.3
1.1500e-03,1.48,1.28,,2.8750e-02,1.28
1.1504e-03,1.44,1.36,,2.8760e-02,1.28
1.1508e-03,1.4,1.28,,2.8770e-02,1.26
1.1512e-03,1.4,1.36,,2.8780e-02,1.28
1.1516e-03,1.44,1.32,,2.8790e-02,1.28
1.1520e-03,1.48,1.28,,2.8800e-02,1.28
1.1524e-03,1.44,1.28,,2.8810e-02,1.3
1.1528e-03,1.36,1.24,,2.8820e-02,1.28
1.1532e-03,1.48,1.24,,2.8830e-02,1.28
1.1536e-03,1.44,1.28,,2.8840e-02,1.28
1.1540e-03,1.4,1.24,,2.8850e-02,1.28
1.1544e-03,1.44,1.28,,2.8860e-02,1.3
1.1548e-03,1.4,1.32,,2.8870e-02,1.28
1.1552e-03,1.4,1.36,,2.8880e-02,1.26
1.1556e-03,1.36,1.28,,2.8890e-02,1.28
1.1560e-03,1.4,1.28,,2.8900e-02,1.3
1.1564e-03,1.44,1.32,,2.8910e-02,1.26
1.1568e-03,1.4,1.28,,2.8920e-02,1.26
1.1572e-03,1.36,1.28,,2.8930e-02,1.34
1.1576e-03,1.48,1.28,,2.8940e-02,1.28
1.1580e-03,1.44,1.28,,2.8950e-02,1.3
1.1584e-03,1.52,1.28,,2.8960e-02,1.28
1.1588e-03,1.44,1.28,,2.8970e-02,1.3
1.1592e-03,1.4,1.28,,2.8980e-02,1.28
1.1596e-03,1.36,1.32,,2.8990e-02,1.32
1.1600e-03,1.4,1.36,,2.9000e-02,1.28
1.1604e-03,1.36,1.32,,2.9010e-02,1.26
1.1608e-03,1.32,1.24,,2.9020e-02,1.3
1.1612e-03,1.4,1.28,,2.9030e-02,1.28
1.1616e-03,1.4,1.24,,2.9040e-02,1.3
1.1620e-03,1.44,1.36,,2.9050e-02,1.26
1.1624e-03,1.48,1.32,,2.9060e-02,1.28
1.1628e-03,1.4,1.28,,2.9070e-02,1.28
1.1632e-03,1.44,1.28,,2.9080e-02,1.3
1.1636e-03,1.32,1.24,,2.9090e-02,1.28
1.1640e-03,1.44,1.28,,2.9100e-02,1.26
1.1644e-03,1.36,1.24,,2.9110e-02,1.28
1.1648e-03,1.4,1.28,,2.9120e-02,1.28
1.1652e-03,1.48,1.28,,2.9130e-02,1.28
1.1656e-03,1.48,1.28,,2.9140e-02,1.3
1.1660e-03,1.4,1.32,,2.9150e-02,1.3
1.1664e-03,1.32,1.24,,2.9160e-02,1.24
1.1668e-03,1.44,1.32,,2.9170e-02,1.28
1.1672e-03,1.36,1.28,,2.9180e-02,1.28
1.1676e-03,1.44,1.28,,2.9190e-02,1.28
1.1680e-03,1.44,1.32,,2.9200e-02,1.3
1.1684e-03,1.44,1.32,,2.9210e-02,1.26
1.1688e-03,1.36,1.24,,2.9220e-02,1.28
1.1692e-03,1.36,1.36,,2.9230e-02,1.28
1.1696e-03,1.4,1.32,,2.9240e-02,1.3
1.1700e-03,1.48,1.28,,2.9250e-02,1.32
1.1704e-03,1.4,1.28,,2.9260e-02,1.3
1.1708e-03,1.4,1.24,,2.9270e-02,1.3
1.1712e-03,1.36,1.28,,2.9280e-02,1.32
1.1716e-03,1.4,1.28,,2.9290e-02,1.28
1.1720e-03,1.4,1.32,,2.9300e-02,1.28
1.1724e-03,1.48,1.32,,2.9310e-02,1.28
1.1728e-03,1.36,1.32,,2.9320e-02,1.28
1.1732e-03,1.44,1.28,,2.9330e-02,1.32
1.1736e-03,1.44,1.28,,2.9340e-02,1.28
1.1740e-03,1.4,1.28,,2.9350e-02,1.28
1.1744e-03,1.44,1.28,,2.9360e-02,1.28
1.1748e-03,1.36,1.24,,2.9370e-02,1.3
1.1752e-03,1.4,1.24,,2.9380e-02,1.28
1.1756e-03,1.4,1.24,,2.9390e-02,1.28
1.1760e-03,1.32,1.24,,2.9400e-02,1.28
1.1764e-03,1.4,1.24,,2.9410e-02,1.28
1.1768e-03,1.44,1.24,,2.9420e-02,1.26
1.1772e-03,1.52,1.28,,2.9430e-02,1.28
1.1776e-03,1.44,1.28,,2.9440e-02,1.3
1.1780e-03,1.48,1.28,,2.9450e-02,1.28
1.1784e-03,1.4,1.36,,2.9460e-02,1.3
1.1788e-03,1.4,1.4,,2.9470e-02,1.3
1.1792e-03,1.48,1.32,,2.9480e-02,1.28
1.1796e-03,1.4,1.24,,2.9490e-02,1.28
1.1800e-03,1.4,1.28,,2.9500e-02,1.28
1.1804e-03,1.44,1.28,,2.9510e-02,1.28
1.1808e-03,1.36,1.24,,2.9520e-02,1.3
1.1812e-03,1.4,1.24,,2.9530e-02,1.28
1.1816e-03,1.36,1.28,,2.9540e-02,1.28
1.1820e-03,1.4,1.24,,2.9550e-02,1.28
1.1824e-03,1.4,1.28,,2.9560e-02,1.26
1.1828e-03,1.4,1.2,,2.9570e-02,1.28
1.1832e-03,1.4,1.28,,2.9580e-02,1.28
1.1836e-03,1.4,1.32,,2.9590e-02,1.28
1.1840e-03,1.4,1.32,,2.9600e-02,1.28
1.1844e-03,1.48,1.24,,2.9610e-02,1.28
1.1848e-03,1.4,1.28,,2.9620e-02,1.28
1.1852e-03,1.4,1.2,,2.9630e-02,1.26
1.1856e-03,1.36,1.28,,2.9640e-02,1.3
1.1860e-03,1.36,1.28,,2.9650e-02,1.28
1.1864e-03,1.4,1.24,,2.9660e-02,1.28
1.1868e-03,1.4,1.32,,2.9670e-02,1.28
1.1872e-03,1.36,1.28,,2.9680e-02,1.28
1.1876e-03,1.48,1.24,,2.9690e-02,1.28
1.1880e-03,1.48,1.28,,2.9700e-02,1.28
1.1884e-03,1.4,1.28,,2.9710e-02,1.28
1.1888e-03,1.4,1.32,,2.9720e-02,1.26
1.1892e-03,1.48,1.28,,2.9730e-02,1.28
1.1896e-03,1.48,1.24,,2.9740e-02,1.28
1.1900e-03,1.36,1.24,,2.9750e-02,1.28
1.1904e-03,1.36,1.24,,2.9760e-02,1.3
1.1908e-03,1.4,1.24,,2.9770e-02,1.28
1.1912e-03,1.4,1.28,,2.9780e-02,1.3
1.1916e-03,1.4,1.28,,2.9790e-02,1.28
1.1920e-03,1.44,1.24,,2.9800e-02,1.26
1.1924e-03,1.4,1.32,,2.9810e-02,1.3
1.1928e-03,1.4,1.32,,2.9820e-02,1.3
1.1932e-03,1.4,1.28,,2.9830e-02,1.3
1.1936e-03,1.4,1.28,,2.9840e-02,1.28
1.1940e-03,1.44,1.28,,2.9850e-02,1.3
1.1944e-03,1.44,1.28,,2.9860e-02,1.28
1.1948e-03,1.36,1.28,,2.9870e-02,1.24
1.1952e-03,1.36,1.24,,2.9880e-02,1.26
1.1956e-03,1.52,1.24,,2.9890e-02,1.28
1.1960e-03,1.44,1.2,,2.9900e-02,1.28
1.1964e-03,1.44,1.28,,2.9910e-02,1.24
1.1968e-03,1.4,1.32,,2.9920e-02,1.28
1.1972e-03,1.32,1.24,,2.9930e-02,1.3
1.1976e-03,1.48,1.32,,2.9940e-02,1.26
1.1980e-03,1.44,1.32,,2.9950e-02,1.28
1.1984e-03,1.4,1.32,,2.9960e-02,1.28
1.1988e-03,1.4,1.28,,2.9970e-02,1.28
1.1992e-03,1.36,1.24,,2.9980e-02,1.28
1.1996e-03,1.4,1.2,,2.9990e-02,1.3
1.2000e-03,1.4,1.2,,3.0000e-02,0.68
1.2004e-03,1.4,1.24,,3.0010e-02,0.68
1.2008e-03,1.28,1.24,,3.0020e-02,0.7
1.2012e-03,1.36,1.24,,3.0030e-02,0.64
1.2016e-03,1.36,1.28,,3.0040e-02,0.64
1.2020e-03,1.44,1.24,,3.0050e-02,0.7
1.2024e-03,1.44,1.36,,3.0060e-02,0.66
1.2028e-03,1.44,1.16,,3.0070e-02,0.68
1.2032e-03,1.4,1.32,,3.0080e-02,0.66
1.2036e-03,1.44,1.24,,3.0090e-02,0.66
1.2040e-03,1.4,1.32,,3.0100e-02,0.68
1.2044e-03,1.36,1.16,,3.0110e-02,0.7
1.2048e-03,1.4,1.28,,3.0120e-02,0.66
1.2052e-03,1.44,1.32,,3.0130e-02,0.68
1.2056e-03,1.48,1.28,,3.0140e-02,0.68
1.2060e-03,1.4,1.28,,3.0150e-02,0.68
1.2064e-03,1.36,1.28,,3.0160e-02,0.66
1.2068e-03,1.44,1.28,,3.0170e-02,0.64
1.2072e-03,1.32,1.2,,3.0180e-02,0.66
1.2076e-03,1.4,1.28,,3.0190e-02,0.7
1.2080e-03,1.4,1.32,,3.0200e-02,0.72
1.2084e-03,1.44,1.36,,3.0210e-02,0.72
1.2088e-03,1.4,1.32,,3.0220e-02,0.64
1.2092e-03,1.4,1.24,,3.0230e-02,0.7
1.2096e-03,1.32,1.28,,3.0240e-02,0.7
1.2100e-03,1.4,1.24,,3.0250e-02,0.66
1.2104e-03,1.4,1.28,,3.0260e-02,0.68
1.2108e-03,1.4,1.28,,3.0270e-02,0.68
1.2112e-03,1.4,1.24,,3.0280e-02,0.68
1.2116e-03,1.4,1.24,,3.0290e-02,0.68
1.2120e-03,1.44,1.32,,3.0300e-02,0.66
1.2124e-03,1.4,1.28,,3.0310e-02,0.66
1.2128e-03,1.48,1.28,,3.0320e-02,0.7
1.2132e-03,1.36,1.28,,3.0330e-02,0.68
1.2136e-03,1.44,1.24,,3.0340e-02,0.68
1.2140e-03,1.36,1.28,,3.0350e-02,0.68
1.2144e-03,1.4,1.36,,3.0360e-02,0.66
1.2148e-03,1.4,1.28,,3.0370e-02,0.68
1.2152e-03,1.4,1.28,,3.0380e-02,0.66
1.2156e-03,1.36,1.24,,3.0390e-02,0.64
1.2160e-03,1.4,1.28,,3.0400e-02,0.68
1.2164e-03,1.4,1.28,,3.0410e-02,0.7
1.2168e-03,1.4,1.28,,3.0420e-02,0.68
1.2172e-03,1.44,1.28,,3.0430e-02,0.68
1.2176e-03,1.44,1.2,,3.0440e-02,0.68
1.2180e-03,1.4,1.28,,3.0450e-02,0.64
1.2184e-03,1.48,1.24,,3.0460e-02,0.66
1.2188e-03,1.48,1.32,,3.0470e-02,0.68
1.2192e-03,1.4,1.28,,3.0480e-02,0.7
1.2196e-03,1.36,1.32,,3.0490e-02,0.68
1.2200e-03,1.44,1.28,,3.0500e-02,0.68
1.2204e-03,1.44,1.24,,3.0510e-02,0.7
1.2208e-03,1.44,1.28,,3.0520e-02,0.68
1.2212e-03,1.44,1.32,,3.0530e-02,0.7
1.2216e-03,1.44,1.32,,3.0540e-02,0.68
1.2220e-03,1.36,1.32,,3.0550e-02,0.7
1.2224e-03,1.44,1.28,,3.0560e-02,0.68
1.2228e-03,1.48,1.28,,3.0570e-02,0.68
1.2232e-03,1.4,1.28,,3.0580e-02,0.68
1.2236e-03,1.4,1.28,,3.0590e-02,0.7
1.2240e-03,1.4,1.24,,3.0600e-02,0.66
1.2244e-03,1.44,1.36,,3.0610e-02,0.7
1.2248e-03,1.44,1.32,,3.0620e-02,0.68
1.2252e-03,1.36,1.24,,3.0630e-02,0.7
1.2256e-03,1.48,1.28,,3.0640e-02,0.7
1.2260e-03,1.44,1.28,,3.0650e-02,0.74
1.2264e-03,1.32,1.2,,3.0660e-02,0.7
1.2268e-03,1.36,1.24,,3.0670e-02,0.68
1.2272e-03,1.36,1.28,,3.0680e-02,0.66
1.2276e-03,1.44,1.28,,3.0690e-02,0.68
1.2280e-03,1.48,1.32,,3.0700e-02,0.68
1.2284e-03,1.4,1.32,,3.0710e-02,0.66
1.2288e-03,1.4,1.28,,3.0720e-02,0.7
1.2292e-03,1.4,1.32,,3.0730e-02,0.7
1.2296e-03,1.36,1.24,,3.0740e-02,0.66
1.2300e-03,1.4,1.28,,3.0750e-02,0.68
1.2304e-03,1.4,1.24,,3.0760e-02,0.66
1.2308e-03,1.32,1.32,,3.0770e-02,0.66
1.2312e-03,1.4,1.24,,3.0780e-02,0.64
1.2316e-03,1.44,1.32,,3.0790e-02,0.66
1.2320e-03,1.4,1.36,,3.0800e-02,0.68
1.2324e-03,1.44,1.28,,3.0810e-02,0.68
1.2328e-03,1.44,1.28,,3.0820e-02,0.68
1.2332e-03,1.4,1.32,,3.0830e-02,0.64
1.2336e-03,1.48,1.28,,3.0840e-02,0.7
1.2340e-03,1.44,1.32,,3.0850e-02,0.68
1.2344e-03,1.4,1.36,,3.0860e-02,0.66
1.2348e-03,1.4,1.28,,3.0870e-02,0.68
1.2352e-03,1.44,1.24,,3.0880e-02,0.7
1.2356e-03,1.48,1.28,,3.0890e-02,0.68
1.2360e-03,1.36,1.32,,3.0900e-02,0.66
1.2364e-03,1.4,1.28,,3.0910e-02,0.68
1.2368e-03,1.48,1.32,,3.0920e-02,0.7
1.2372e-03,1.4,1.32,,3.0930e-02,0.68
1.2376e-03,1.4,1.36,,3.0940e-02,0.7
1.2380e-03,1.44,1.32,,3.0950e-02,0.7
1.2384e-03,1.44,1.32,,3.0960e-02,0.64
1.2388e-03,1.36,1.28,,3.0970e-02,0.64
1.2392e-03,1.36,1.24,,3.0980e-02,0.66
1.2396e-03,1.4,1.24,,3.0990e-02,0.7
1.2400e-03,1.44,1.24,,3.1000e-02,0.7
1.2404e-03,1.4,1.28,,3.1010e-02,0.68
1.2408e-03,1.36,1.28,,3.1020e-02,0.64
1.2412e-03,1.4,1.32,,3.1030e-02,0.7
1.2416e-03,1.4,1.32,,3.1040e-02,0.68
1.2420e-03,1.4,1.24,,3.1050e-02,0.68
1.2424e-03,1.4,1.28,,3.1060e-02,0.7
1.2428e-03,1.4,1.32,,3.1070e-02,0.66
1.2432e-03,1.4,1.28,,3.1080e-02,0.66
1.2436e-03,1.44,1.24,,3.1090e-02,0.68
1.2440e-03,1.44,1.28,,3.1100e-02,0.7
1.2444e-03,1.36,1.28,,3.1110e-02,0.68
1.2448e-03,1.48,1.36,,3.1120e-02,0.72
1.2452e-03,1.4,1.28,,3.1130e-02,0.68
1.2456e-03,1.4,1.24,,3.1140e-02,0.7
1.2460e-03,1.36,1.28,,3.1150e-02,0.66
1.2464e-03,1.32,1.24,,3.1160e-02,0.68
1.2468e-03,1.36,1.28,,3.1170e-02,0.7
1.2472e-03,1.4,1.28,,3.1180e-02,0.68
1.2476e-03,1.44,1.28,,3.1190e-02,0.64
1.2480e-03,1.44,1.24,,3.1200e-02,0.7
1.2484e-03,1.4,1.24,,3.1210e-02,0.68
1.2488e-03,1.44,1.24,,3.1220e-02,0.68
1.2492e-03,1.44,1.28,,3.1230e-02,0.66
1.2496e-03,1.4,1.28,,3.1240e-02,0.66
1.2500e-03,1.28,1.32,,3.1250e-02,0.7
